depot,date,service_number,actual_kms,actual_trips,seat_kms,passenger_kms,occupancy_ratio,revenue
HYDERABAD-II,2026-03-13,UD02,476,2,19325.6,13176.19408,0.6818,19414
HYDERABAD-II,2026-03-13,UD03,486,3.52,19731.6,13948.26804,0.7069,20550
JANGAON,2026-03-13,UP10,532,5,21774.76,15477.49941,0.7108,22806
JANGAON,2026-03-13,UP11,410,8,21783.3,21395.55726,0.9822,22738
THORROR,2026-03-13,UPL1,453,4,23691.9,31896.40497,1.3463,41249
THORROR,2026-03-13,UPL2,573,2.04,29967.9,29302.61262,0.9778,37894
WARANGAL-I,2026-03-13,UPL2,532,,27823.6,33930.8802,1.2195,43880
THORROR,2026-03-13,UPL5,563,4,29444.9,31373.54095,1.0655,40574
JANGAON,2026-03-13,UPL6,532,5,21774.76,18288.62092,0.8399,26948
JANGAON,2026-03-13,UPL7,532,5,21774.76,15124.7483,0.6946,22286
JANGAON,2026-03-13,UPL8,440,4,18009.2,15716.62884,0.8727,23158
JANGAON,2026-03-13,UPL9,532,5,21774.76,15926.05946,0.7314,23466
BANSWADA,2026-03-13,VEL1,380,10.19,20276.8,14262.70112,0.7034,15158
WARANGAL-I,2026-03-13,VGO1,308,6,16952.32,18010.14477,1.0624,19140
WARANGAL-I,2026-03-13,VGO2,316,6,17392.64,16841.29331,0.9683,17898
WARANGAL-I,2026-03-13,VH10,266,2,9911.16,9903.231072,0.9992,20198
WARANGAL-I,2026-03-13,VHD1,532,4,19822.32,19360.45994,0.9767,39486
WARANGAL-I,2026-03-13,VHD2,532,4,19822.32,17516.98418,0.8837,35726
WARANGAL-I,2026-03-13,VHD3,532,4,19822.32,15970.84322,0.8057,32575
WARANGAL-I,2026-03-13,VHD4,532,4,19822.32,17061.07082,0.8607,34797
WARANGAL-I,2026-03-13,VHD5,532,4,19822.32,17564.55775,0.8861,35823
WARANGAL-I,2026-03-13,VHD6,532,4,19822.32,17731.06524,0.8945,36165
WARANGAL-I,2026-03-13,VHD8,350,2.63,13041,7892.4132,0.6052,16097
WARANGAL-I,2026-03-13,VHD9,532,4,19822.32,19140.43219,0.9656,39038
HYDERABAD-II,2026-03-13,VJ10,550,2,19734,14530.1442,0.7363,24436
HYDERABAD-II,2026-03-13,VJ11,550,2,19734,8653.359,0.4385,14553
HYDERABAD-II,2026-03-13,VJ12,550,2,19734,11264.1672,0.5708,18944
HYDERABAD-II,2026-03-13,VJ13,550,2,19734,6089.9124,0.3086,10242
HYDERABAD-II,2026-03-13,VJ14,550,2,19734,10514.2752,0.5328,17682
HYDERABAD-II,2026-03-13,VJ15,550,2,19734,7027.2774,0.3561,11819
HYDERABAD-II,2026-03-13,VJ16,550,2,19734,8353.4022,0.4233,14048
HYDERABAD-II,2026-03-13,VJ17,550,2,19734,6093.8592,0.3088,10249
HYDERABAD-II,2026-03-13,VJ18,550,2,19734,11617.4058,0.5887,19536
HYDERABAD-II,2026-03-13,VJ19,550,2,19734,7909.3872,0.4008,13302
HYDERABAD-II,2026-03-13,VJ20,550,2,19734,9569.0166,0.4849,16092
HYDERABAD-II,2026-03-13,VJ21,550,2,19734,10644.5196,0.5394,17902
HYDERABAD-II,2026-03-13,VJ22,550,2,19734,7445.6382,0.3773,12522
HYDERABAD-II,2026-03-13,VJ23,550,2,19734,10942.503,0.5545,18401
HYDERABAD-II,2026-03-13,VJ24,550,2,19734,14810.367,0.7505,24906
HYDERABAD-I,2026-03-13,VJA1,538,2,19303.44,12082.0231,0.6259,20319
HYDERABAD-II,2026-03-13,VJA1,550,2,19734,10678.0674,0.5411,17956
HYDERABAD-I,2026-03-13,VJA2,538,2,19303.44,8933.632032,0.4628,15023
HYDERABAD-II,2026-03-13,VJA2,550,2,19734,14849.835,0.7525,24972
HYDERABAD-II,2026-03-13,VJA3,550,2,19734,9699.261,0.4915,16312
HYDERABAD-I,2026-03-13,VJA3,538,2,19303.44,7341.098232,0.3803,12344
HYDERABAD-II,2026-03-13,VJA4,550,2,19734,6314.88,0.32,10620
HYDERABAD-I,2026-03-13,VJA4,538,2,19303.44,8943.283752,0.4633,15040
HYDERABAD-II,2026-03-13,VJA5,550,2,19734,10903.035,0.5525,18334
HYDERABAD-I,2026-03-13,VJA5,538,2,19303.44,11794.40184,0.611,19835
HYDERABAD-II,2026-03-13,VJA6,550,2,19734,11850.267,0.6005,19927
HYDERABAD-I,2026-03-13,VJA6,538,2,19303.44,7146.133488,0.3702,12017
HYDERABAD-II,2026-03-13,VJA7,550,2,19734,8090.94,0.41,13607
HYDERABAD-II,2026-03-13,VJA8,550,2,19734,10743.1896,0.5444,18067
HYDERABAD-II,2026-03-13,VJA9,550,2,19734,10411.6584,0.5276,17510
NIZAMABAD-I,2026-03-13,VJS1,904,2.01,32544,18501.264,0.5685,31116
NIZAMABAD-I,2026-03-13,VJS3,904,2.01,32544,16844.7744,0.5176,28326
NIZAMABAD-I,2026-03-13,VJS5,904,2.01,32544,16945.6608,0.5207,28499
PARKAL,2026-03-13,VK01,448,10.32,23802.24,18839.47296,0.7915,20020
NIZAMABAD-I,2026-03-13,VLML,394,10.21,21023.84,17397.2276,0.8275,18488
ARMOOR,2026-03-13,VM01,1308,2,47088,20252.5488,0.4301,34060
BODHAN,2026-03-13,VMR1,1362,,49032,17739.7776,0.3618,29835
ARMOOR,2026-03-13,VP01,334,12,17822.24,17963.0357,1.0079,19089
WARANGAL-I,2026-03-13,VPK1,630,3,22680,17710.812,0.7809,29783
WARANGAL-I,2026-03-13,VPK3,630,3,22680,17638.236,0.7777,29662
WARANGAL-I,2026-03-13,VPR1,390,6,20720.7,16758.90216,0.8088,17810
PARKAL,2026-03-13,VR03,414,8.2,21995.82,19906.2171,0.905,21154
WARANGAL-I,2026-03-13,VSP1,1326,2,63648,40180.9824,0.6313,70414
WARANGAL-I,2026-03-13,VSP2,1326,2,63648,27782.352,0.4365,48692
KARIMNAGAR-I,2026-03-13,VSR1,408,4,22484.88,20602.89554,0.9163,21894
MAHABOOBABAD,2026-03-13,VTL1,426,6.3,22633.38,25824.68658,1.141,27444
BANSWADA,2026-03-13,VWD1,395,10,21077.2,18425.68824,0.8742,19582
JANGAON,2026-03-13,W010,420,4,22314.6,20826.21618,0.9333,22132
JANGAON,2026-03-13,W193,420,14,22314.6,14421.92598,0.6463,15326
JANGAON,2026-03-13,W202,430,8.39,22845.9,20543.03328,0.8992,21830
JANGAON,2026-03-13,W203,353,12,19429.12,15898.8489,0.8183,16896
JANGAON,2026-03-13,W204,510,6,26673,31546.1571,1.1827,40796
JANGAON,2026-03-13,W901,430,8,22845.9,29142.23004,1.2756,30970
JANGAON,2026-03-13,W909,404,8,21464.52,20599.49984,0.9597,21890
JANGAON,2026-03-13,W910,357,4,19649.28,16515.21984,0.8405,17550
JANGAON,2026-03-13,W918,440,8,24217.6,21965.3632,0.907,23342
JANGAON,2026-03-13,W950,414,12,21995.82,20414.32054,0.9281,21695
JANGAON,2026-03-13,W958,410,6.09,21783.3,25434.18108,1.1676,27029
JANGAON,2026-03-13,W967,434,10,23058.42,12755.91794,0.5532,13555
NIZAMABAD-I,2026-03-13,WDX1,460,2,19177.4,9878.27874,0.5151,14554
BODHAN,2026-03-13,WDX2,524,2,27651.48,26780.45838,0.9685,34634
NIZAMABAD-I,2026-03-13,WDX2,460,2,19177.4,13518.14926,0.7049,19918
BODHAN,2026-03-13,WDX3,524,2,21845.56,14457.39161,0.6618,21300
BODHAN,2026-03-13,WDX4,524,2,21845.56,12773.09893,0.5847,18820
BANSWADA,2026-03-13,WGL1,427,1.51,22532.79,15869.844,0.7043,20522
NARSAMPET,2026-03-13,WGL1,322,10,17722.88,14499.08813,0.8181,15408
KARIMNAGAR-I,2026-03-13,WGL1,524,6,27609.56,24890.01834,0.9015,32188
BODHAN,2026-03-13,WGL2,524,,27651.48,25823.71717,0.9339,33394
NARSAMPET,2026-03-13,WGL2,322,10,17722.88,18587.75654,1.0488,19754
BANSWADA,2026-03-13,WGL2,567,2,29920.59,28867.38523,0.9648,37332
BODHAN,2026-03-13,WGL3,524,,27651.48,17766.0759,0.6425,22976
KARIMNAGAR-I,2026-03-13,WGL3,524,6,27609.56,21742.5285,0.7875,28118
BANSWADA,2026-03-13,WGL4,567,2,29920.59,33253.74373,1.1114,43002
NARSAMPET,2026-03-13,WGL5,320,8,17612.8,20349.82912,1.1554,21626
BANSWADA,2026-03-13,WGL5,567,2,29920.59,26521.61098,0.8864,34298
BODHAN,2026-03-13,WGL6,524,2,27012.2,21326.1319,0.7895,27580
NARSAMPET,2026-03-13,WGL6,320,8,17612.8,22991.74912,1.3054,24434
BANSWADA,2026-03-13,WGL6,567,2,29920.59,16127.19801,0.539,20856
BODHAN,2026-03-13,WGL7,510,1.95,26290.5,26474.5335,1.007,34236
NARSAMPET,2026-03-13,WGL7,320,8,17612.8,25281.41312,1.4354,26866
BANSWADA,2026-03-13,WGL7,567,2,29920.59,18323.36932,0.6124,23694
BODHAN,2026-03-13,WGL8,342,1.31,17630.1,21674.44494,1.2294,28030
BANSWADA,2026-03-13,WGL8,427,1.51,22532.79,20049.67654,0.8898,25928
BANSWADA,2026-03-13,WGL9,567,2,29920.59,26698.14246,0.8923,34526
NIZAMABAD-I,2026-03-13,WH10,460,2,23713,21332.2148,0.8996,27586
NIZAMABAD-I,2026-03-13,WH11,460,2,23713,17870.1168,0.7536,23110
NIZAMABAD-I,2026-03-13,WH13,460,2,23713,22515.4935,0.9495,29118
NIZAMABAD-I,2026-03-13,WH14,460,2,23713,27220.1527,1.1479,35202
NIZAMABAD-I,2026-03-13,WH15,460,2,23713,19311.8672,0.8144,24974
MAHABOOBABAD,2026-03-13,WK01,430,8,22845.9,29299.86675,1.2825,31137
NARSAMPET,2026-03-13,WL01,322,10,17722.88,21694.57741,1.2241,23054
NARSAMPET,2026-03-13,WL04,322,10,17722.88,19355.15725,1.0921,20568
NARSAMPET,2026-03-13,WL05,322,10,17722.88,21795.59782,1.2298,23162
MAHABOOBABAD,2026-03-13,WL07,300,4,16512,28674.7392,1.7366,30472
NARSAMPET,2026-03-13,WL07,320,8,17612.8,18003.80416,1.0222,19132
NARSAMPET,2026-03-13,WL08,322,10,17722.88,22160.68915,1.2504,23550
NARSAMPET,2026-03-13,WL09,322,10,17722.88,21637.86419,1.2209,22994
THORROR,2026-03-13,WL10,400,8,22016,21381.9392,0.9712,22722
MAHABOOBABAD,2026-03-13,WL13,360,4,19126.8,17458.94304,0.9128,18554
THORROR,2026-03-13,WL15,400,8,22016,19037.2352,0.8647,20230
THORROR,2026-03-13,WL21,400,8,22016,18843.4944,0.8559,20024
THORROR,2026-03-13,WL31,453,4,23691.9,34639.92699,1.4621,44795
THORROR,2026-03-13,WL32,483,4,25260.9,31689.79905,1.2545,40982
NIZAMABAD-I,2026-03-13,WLE1,460,,24274.2,20060.19888,0.8264,25942
NIZAMABAD-I,2026-03-13,WLE2,460,,24274.2,27951.7413,1.1515,36146
NIZAMABAD-I,2026-03-13,WLE3,460,,24274.2,25575.29712,1.0536,33074
NIZAMABAD-I,2026-03-13,WLH9,460,2,23713,28327.5498,1.1946,36632
MAHABOOBABAD,2026-03-13,WLK1,340,4,18064.2,20743.12086,1.1483,22044
MAHABOOBABAD,2026-03-13,WLK2,360,4,19126.8,24459.35184,1.2788,25992
THORROR,2026-03-13,WLO2,400,8,22016,21522.8416,0.9776,22872
THORROR,2026-03-13,WLO3,400,8,22016,28160.6656,1.2791,29926
THORROR,2026-03-13,WLO4,400,8,22016,20928.4096,0.9506,22240
HANAMKONDA,2026-03-13,WSP2,366,14,19445.58,12499.61882,0.6428,13284
HYDERABAD-I,2026-03-13,YGD1,410,2,16646,11254.3606,0.6761,16582
NARSAMPET,2026-03-13,YGD1,400,10,21252,23555.7168,1.1084,25032
NIZAMABAD-I,2026-03-13,YGH1,330,6,18282,13002.1584,0.7112,13818
HYDERABAD-I,2026-03-13,YGR2,410,2,20647.6,16871.15396,0.8171,21818
HYDERABAD-I,2026-03-13,YGR3,410,2,20647.6,21326.90604,1.0329,27581
HYDERABAD-I,2026-03-13,YGR4,410,2,20647.6,15650.8808,0.758,20239
HYDERABAD-I,2026-03-13,YGR5,410,2,20647.6,15882.13392,0.7692,20539
HYDERABAD-I,2026-03-13,YGR7,410,2,20647.6,20106.63288,0.9738,26001
HYDERABAD-I,2026-03-13,YGR8,410,2,20647.6,16117.51656,0.7806,20842
HYDERABAD-I,2026-03-13,YGS1,410,2,14710.8,9553.19352,0.6494,16066
NARSAMPET,2026-03-13,YGT1,506,3.89,26463.8,28138.95854,1.0633,36390
MAHABOOBABAD,2026-03-13,YL03,380,10,20915.2,15050.57792,0.7196,15994
MAHABOOBABAD,2026-03-13,YL13,456,12,23064.48,23219.01202,1.0067,30028
NARSAMPET,2026-03-13,YLD2,400,10.53,21252,21494.2728,1.0114,22842
MAHABOOBABAD,2026-03-13,YLT1,426,10.14,22633.38,22035.85877,0.9736,23418
NIZAMABAD-I,2026-03-13,YRD1,324,8,17949.6,17942.42016,0.9996,19068
BANSWADA,2026-03-13,YRD1,297,10,16453.8,17615.43828,1.0706,18720
NIZAMABAD-I,2026-03-13,YRD2,332,10,17715.52,15130.82563,0.8541,16080
BANSWADA,2026-03-13,YRD2,297,10,16453.8,16274.45358,0.9891,17294
MAHABOOBABAD,2026-03-13,YS01,348,4,18489.24,17006.40295,0.9198,18072
HYDERABAD-II,2026-03-13,Z012,486,2.04,23998.68,23547.50482,0.9812,30451
HYDERABAD-II,2026-03-13,Z019,486,2.04,23998.68,19587.72262,0.8162,25332
HYDERABAD-II,2026-03-13,Z020,486,2.04,24474.96,13811.21993,0.5643,17860
HYDERABAD-II,2026-03-13,Z021,476,2,23971.36,17683.67227,0.7377,22869
HYDERABAD-II,2026-03-13,Z022,476,2,23971.36,12486.68142,0.5209,16149
HYDERABAD-II,2026-03-13,Z024,486,2.04,24474.96,23581.62396,0.9635,30495
HYDERABAD-II,2026-03-13,Z025,486,2.04,24474.96,16028.6513,0.6549,20727
HYDERABAD-II,2026-03-13,Z026,476,2,23504.88,13656.33528,0.581,17660
HYDERABAD-II,2026-03-13,Z027,486,2.04,24474.96,18980.33148,0.7755,24545
HYDERABAD-II,2026-03-13,Z028,476,2,23504.88,19915.68482,0.8473,25755
HYDERABAD-II,2026-03-13,Z029,486,2.04,23998.68,17840.61871,0.7434,23072
HYDERABAD-II,2026-03-13,Z031,486,2.04,23998.68,16950.26768,0.7063,21920
HYDERABAD-II,2026-03-13,Z033,476,2,23504.88,15684.80642,0.6673,20285
HYDERABAD-II,2026-03-13,Z034,476,2,23504.88,18246.83834,0.7763,23598
HYDERABAD-II,2026-03-13,Z035,486,2.04,24474.96,15372.72238,0.6281,19881
HYDERABAD-II,2026-03-13,Z037,486,2.04,24474.96,11309.87902,0.4621,14627
